,player_id,player_name,player_hand,player_ht,player_ioc
20442,109054,Daniel Masur,R,183.0,GER
20593,117356,Cem Ilkel,R,185.0,TUR
20596,200589,Sam Riffice,U,188.0,USA
20685,106393,Frederico Ferreira Silva,L,178.0,POR
20701,111454,Li Tu,R,180.0,AUS
20708,111453,Mikael Torpegaard,R,193.0,DEN
20796,202358,Chun Hsin Tseng,R,175.0,TPE
20844,207608,Timofey Skatov,R,173.0,RUS
20933,200303,Pavel Kotov,R,191.0,RUS
20944,144973,Santiago Fa Rodriguez Taverna,R,,ARG
20945,131905,Manuel Guinard,U,,FRA
20974,106162,Franco Agamenone,L,,ITA
21081,144817,Marc Andrea Huesler,L,196.0,SUI
21085,200267,Zizou Bergs,R,185.0,BEL
21086,127760,Lukas Klein,R,193.0,SVK
21089,200095,Nicola Kuhn,R,185.0,ESP
21095,106310,Alexander Ritschard,R,,SUI
21235,210530,Learner Tien,U,,USA
21343,208233,Mattia Bellucci,L,,ITA
21354,208071,Oleksii Krutykh,R,,UKR
21429,207925,Flavio Cobolli,R,,ITA
21438,207680,Facundo Diaz Acosta,L,183.0,ARG
21443,124013,Eduardo Nava,R,,USA
21445,206499,Aleksandar Kovacevic,U,,USA
21463,208659,Giovanni Mpetshi Perricard,R,,FRA
21471,209098,Hamad Medjedovic,R,185.0,SRB
21567,200647,Sho Shimabukuro,U,,JPN
21571,207785,George Loffhagen,R,,GBR
21572,209259,Arthur Fery,R,,GBR
21579,208278,Shintaro Mochizuki,R,,JPN
21695,202261,Otto Virtanen,R,191.0,FIN
21697,134457,Nicolas Moreno De Alboran,R,,USA
21745,210319,Ethan Quinn,U,,USA
